,content,like_count,comment_count,date
293,"In this Chip Chat, WWT & @intel experts discuss the path to implementing a #5G Network & the #OpenRAN Solution. Listen here: http://ms.spr.ly/6042TlleY
Activate link to view larger image.
",10,0,6mo •
294,"We are excited to share that WWT received the Northwest Mountain Minority Supplier Development Council Leadership Award for Class 4 Supplier of the Year. Read more here: http://ms.spr.ly/6040Tl5D8
Activate link to view larger image.
",57,0,6mo •
295,"In this KSDK - 5 On Your Side interview, Frank Cusumano speaks with WWT Chairman and Founder, Dave Steward about his lifetime journey of helping others. Watch it here: http://ms.spr.ly/6040TlTeQ
Activate link to view larger image.
",377,5,6mo •
296,"Register for this webinar to learn all about the benefits of Meraki smart cameras. WWT experts will discuss using camera analytics to monitor customer traffic in public locations and how they can help with threat detection. http://ms.spr.ly/6046TlT0A
…see more
Activate link to view larger image.
",26,1,6mo •
297,"Secure SD-WAN: Who? Where? Why? Find out the importance of #SDWAN with #security tomorrow June 25th at 10am in our next Cisco Meraki webinar presented by Jordan Martin & Kyle McDonald. Register right here: http://ms.spr.ly/6014TYGMu
…see more
Activate link to view larger image.
",17,0,6mo •
298,"Join us and Check Point Software Technologies, Ltd. in inviting you to join a presentation tomorrow, June 25th, with by Chris Gardner: ""Hard Pivots, Atomic Times, and the New Vision of the American Dream"". Register today: http://ms.spr.ly/6048TlGJm
…see more
Loaded:
Play
Back to start of video
Current time 
0:01
/
Duration 
0:46
 Unmute
Turn fullscreen on
",67,0,6mo •
299,"Technology in our personal lives has created an expectation to improve the digital experience in work environments. Companies of all sizes are adapting for employees and customers to remain competitive and resilient. http://ms.spr.ly/6043Tl6r7
…see more
Digital Workspace: Employee Experience Is Crucial
wwt.com • 4 min read
",36,0,6mo •
300,"One of the biggest points of consideration when adopting a #cloud strategy is how to integrate with existing infrastructure & workloads. In this #TEC37 video podcast 🎧, experts discuss the benefits of Google Cloud VMware Engine. Catch the episode here: http://ms.spr.ly/6048TYhdG
…see more
Activate link to view larger image.
",32,1,6mo •
301,"WWT and Check Point Software Technologies, Ltd. invite you to join a special presentation on Thursday, June 25, by Chris Gardner, author of critically acclaimed ""Pursuit of Happyness,"" entrepreneur, single parent, and philanthropist. Register today: http://ms.spr.ly/6043TY2Il
…see more
Welcome! You are invited to join a webinar: Chris Gardner, Author of critically acclaimed ""Pursuit of Happyness"", Entrepreneur, Single Parent, and Philanthropist. After registering, you will receive a confirmation email about joining the webinar.
us02web.zoom.us • 1 min read
",83,8,
302,"Congratulations, Rick Pina!
World Wide Technology Public Sector
2,851 followers
6mo • Edited6 monthsPlease join us in recognizing World Wide Technology's Chief Technology Advisor for Public Sector, Rick Pina, who has just been named to FedScoop’s 2020 Best Bosses in Federal IT awards list, celebrating the most successful industry leadership in federal technology. Congratulations to all of this year’s winners!
…see more
Rick Piña - FedScoop
fedscoop.com • 1 min read
",117,4,6mo •
303,"In this video, Kait Miller talks about the many use cases for our video analytics solution built using Cisco Meraki cloud-managed smart cameras and integrated with analytics software. Watch here to learn how this solution can help businesses reopen smarter: http://ms.spr.ly/6041TYVPR
…see more
Business Continuity Series: Video Analytics Solutions using Meraki Sma…
wwt.com
",9,0,6mo •
304,"In this webinar, “The Journey to AIOps”, experts from WWT and App Dynamic talk about how #AIOps is closer and more achievable than you ever imagined. Get up to speed on the rise of AIOps and its current state right here: http://ms.spr.ly/6042TYWtQ
…see more
The Journey to AIOps
wwt.com
",26,0,6mo •
305,"World Wide Technology Global Service Provider
1,078 followers
6mo • Edited6 monthsIn this article, World Wide Technology CTO Mike Taylor discusses the importance of adopting a data-driven culture and how data-informed decision-making can accelerate digital transformation.
Give it a read here: http://ms.spr.ly/6048TYWtn
…see more
Activate link to view larger image.
",7,0,6mo •
306,"Today we honor and commemorate Juneteenth. June 19, 1865, represented freedom and justice to all people of the United States who were previously enslaved. Our offices are taking this day as a global day of observance and reflection to celebrate #Juneteenth as we continue to eradicate racial inequities.
…see more
Activate link to view larger image.
",526,2,6mo •
307,"Cisco DevNet
17,820 followers
6mo6 monthsCongratulations to World Wide Technology for becoming #DevNet Specialized! We're excited to see you put your new skills to use! http://cs.co/6042GKUhp
WWT
wwt.com • 1 min read
",45,0,6mo •
308,"We are excited to have achieved our Cisco #DevNet Specialization! 🎉 So what does this mean, and why does it matter to WWT? Read here: http://ms.spr.ly/6044TYmRa
The Importance of Our Cisco DevNet Specialization
wwt.com • 5 min read
",45,0,6mo •
309,"VDI comes of age with high-performance Intel #SelectSolutions featuring Intel #Optane Persistent Memory. http://ms.spr.ly/6041TYlCD Intel Corporation
Activate link to view larger image.
",22,0,6mo •
310,"Are you checking all the boxes to enable your #remoteworkers?

☑️ Communication
☑️ Applications
☑️ Network bandwidth
☑️Security
☑️Training

Need some help? We've got you covered:
…see more
Checklist: Short-term Quick-fixes and Optimizing for the Remote Workforce
wwt.com • 2 min read
",42,0,6mo •
311,"This year, WWT is making #Juneteenth a global day of observance and reflection. We will observe this day off for celebration, education, and connection as we honor the emancipation proclamation and freedom in America.
Activate link to view larger image.
",780,16,6mo •
312,"With more than 6.000 employees & 30 locations, collaboration amidst growth is a continual challenge. Cisco Webex improved productivity, relationships, and cut costs for us during the transition to #workingfromhome. See how: http://ms.spr.ly/6044TY5Np
…see more
WWT Scales Webex Meetings to Enable Real-Time Collaboration
wwt.com • 4 min read
",41,0,6mo •
313,"WWT stands for a culture of inclusion and diversity this month and every month of the year.
#Pride2020
Activate link to view larger image.
",235,0,6mo •
314,"We look forward to #CiscoLive every year and this year's digital experience is no different.

We've rounded up a ton of resources over on our Twitter account () and will be tuning in for some great sessions. What are you most excited for?
…see more
Activate link to view larger image.
",18,0,6mo •
315,"In this week's #TEC37 episode, we’re taking a technical dive into the #AIOps and APM (application performance monitoring). Our experts discuss WWT’s partnerships and the technical complexities we deal with in today's world. Take a look here: http://ms.spr.ly/6049TYZqZ
…see more
Activate link to view larger image.
",14,0,6mo •
316,"Join us with AppDynamics & Moogsoft for a webinar on June 18th on how to manage Enterprise IT environments in a rapidly changing world. Register here: http://ms.spr.ly/6042TYpzp
AIOps is the New IT Reality
brighttalk.com • 1 min read
",38,1,6mo •
317,"Now, more than ever, we must continue advocating for equity and take intentional action. Our partner NPower (nonprofit) is hosting an incredible virtual event on June 18th at 1 PM ET where they will release a two-year study that takes an in-depth look at the obstacles women of color face in entering the tech industry and what the industry needs to do to overcome these barriers. RSVP for this important conversation about diversity in tech.
…see more
Activate link to view larger image.
",36,0,6mo •
318,"Ready to expand your Wireless (#Wifi6) & Secure #SDWAN knowledge? Join WWT, Cisco Meraki and Ekahau experts for our quick-hit, 30-min webinar sessions. Register for just one or the whole series here: http://ms.spr.ly/6040TYHdO
Activate link to view larger image.
",23,0,6mo •
319,"Big or small, we test them all. Here’s what we found when testing small, medium, and large workloads with the newest version of Dell's #ObjectStorage Platform, ECS.
http://ms.spr.ly/6043TcFbZ
…see more
Dell ECS Version 3.5: A Focus on Performance
wwt.com • 4 min read
",28,0,6mo •
320,"Read more from Dave Steward in this new installment of the Chairman's Newsletter about perseverance and patience: http://ms.spr.ly/6044TYHjp
Activate link to view larger image.
",463,17,6mo •
321,"Check out and follow our new #WWTlife twitter account, where we are featuring all things culture and the people who make WWT a #greatplacetowork. http://ms.spr.ly/6047TYGDR
http://ms.spr.ly/6046TYGDu
twitter.com
",48,0,6mo •
322,"Brian T. Sharpless
• 3rd+
Diversity Business Development Manager - East Region at World Wide Technology
6mo • Edited6 monthsKnowing that I work for a company that stands for what you stand for means alot. World Wide Technology isn't just a company about innovation and technology it's a company that's about culture and values. The largest Black Owned Business is a proud sponsor of the only full-time black NASCAR driver Bubba Wallace who debuted a themed car last night at Martinsville Speedway in Virgina.
…see more
Activate link to view larger image.
",576,16,6mo •
323,"Last week’s #TEC37 episode was the first of a 3-part series about all things AIOps. Robb Boyd, WWT’s Tanner Bechtel and AppDynamics' Gregg Ostrowski explain what AIOps is and why app loyalty is becoming the new brand loyalty. Take a listen here 🎧 http://ms.spr.ly/6041Tcq9Z
…see more
Activate link to view larger image.
",25,0,6mo •
324,"We are committed to a culture of inclusion and pledge to take a stand against social injustice by:

-Donating to efforts eradicating racism

- Partnering with organizations serving black communities like , , , , , and others.

-Listening and learning from our employees & community via new open forums

Read our full statement and action plan:
…see more
Activate link to view larger image.
",317,8,6mo •
325,"Joe Weber
• 3rd+
Director, Cloud Architecture and Engineering at World Wide Technology
7mo7 monthsIt is awesome to see World Wide Technology and HashiCorp partnering on a webinar discussing how to enable Multicloud architectures.
Enabling Multicloud Architecture With WWT & HashiCorp
wwt.com • 1 min read
",13,0,7mo •
326,"World Wide Technology UK and Ireland
1,256 followers
7mo7 monthsLooking to reduce data management costs by 20%? See how Edge could be your answer - download our report with Analysys Mason today: http://ms.spr.ly/6041TiqYH
Activate link to view larger image.
",4,0,7mo •
327,"FinTech Futures
38,829 followers
7mo7 monthsJoin FinTech Futures & Dell & World Wide Technology for an exclusive webinar on Balancing the IT Compliance and Innovation Agendas in Financial Services

Thursday 04 June | 03:00 PM British Summer Time | 45 minutes

A wealth of innovation has happened since the 2008 financial crisis. Driven by fresh competition and higher customer expectations, it’s more important than ever that financial services firms invest in new technologies to stay relevant.



…see more
Balancing the IT Compliance and Innovation Agendas in Financial Services
event.on24.com
",5,0,7mo •
328,"How agile is your managed #SDWAN solution to support the increase of #remoteworkers at your organization? http://ms.spr.ly/6048TiaDw
Activate link to view larger image.
",31,0,7mo •
329,"Working with different roles on a team to find new solutions together is one of the most rewarding parts of being a quality advocate. In this article you will learn a few tips and tricks when pairing with other roles: http://ms.spr.ly/6045Tia8N
Activate link to view larger image.
",23,0,7mo •
330,"VMware Cloud Service delivers simple, more secure, and scalable #cloud infrastructure to the data center and #Edge utilizing Dell Technologies. Read more here about this innovative solution: http://ms.spr.ly/6049Tivb3
Activate link to view larger image.
",41,0,7mo •
331,"Honored to partner with Check Point Software Technologies, Ltd. to support the American Red Cross and help further their mission of making a difference. #wwtcares
Check Point Software Technologies, Ltd.
156,830 followers
7mo7 monthsThe American Red Cross is always there in times of need. Right now, many people need help and the Red Cross is answering the call. Together with our partner World Wide Technology are humbled to support the mission of the Red Cross with a joint donation to further their mission. If you want to join us in being there for others in this time of need, donate at
…see more
I support the American Red Cross
redcross.org • 1 min read
",7,0,7mo •
332,"Open, virtualized RAN enables service providers to enhance agility and drive innovation. Our #OpenRAN program enablement can flex to meet the needs at any stage of network. Check it out: http://ms.spr.ly/6045TimWV
WWT's Turnkey Open RAN Blueprint a Major Step Toward 5G
wwt.com • 4 min read
",36,0,7mo •
333,"WWT and Dell were honored to provide meals for the frontline healthcare warriors at Banner Health Thunderbird! #wwtcares
Jamie Helt
• 3rd+
Sales Leader
7mo7 monthsHonored to provide meals tonight for the Frontline Healthcare Warriors at Banner Health Thunderbird. Special shout out to our partner Dell EMC for the huge help and to our friends at Pita Jungle Arrowhead in Glendale, AZ for stepping up big time!



…see more
Activate link to view larger image.
",26,0,7mo •
334,"Don't get caught up in these cloud misconceptions. Learn the real facts about the benefits of the #cloud and what it takes to be cloud-ready. http://ms.spr.ly/6041TimWl
Five Common Misconceptions about the Cloud
wwt.com • 5 min read
",37,0,7mo •
335,"Up next in our spotlight series featuring employees on the front lines: Damian Tkaczyk. Damian is a very passionate technician who always goes above and beyond for our customers. Thank you for all your hard work helping keep business continuity for WWT, our partners, and customers now and in the future.
…see more
Activate link to view larger image.
",82,9,7mo •
336,"Have you registered for our webinar with AppDynamics tomorrow, May 28th? “The Journey to AIOps” will get you up to speed on the rise of #AIOps, show you how to deliver better business outcomes, and give you real-world examples. You can't miss this: http://ms.spr.ly/6046TiXee
…see more
The Journey to AIOps
brighttalk.com • 1 min read
",22,0,7mo •
337,"Join us this week for a webinar with Cisco and Equinix to discover:

- How to maximize the return on your SD-WAN investments
- How a national retail chain successfully changed using SD-WAN
- How to accelerate your SD-WAN plan to value with WWT

Register today:
…see more
Accelerate Your Digital Transformation Journey with SD-WAN
itprotoday.com • 1 min read
",21,0,7mo •
338,"We are excited to relaunch our #TEC37 video podcast series! In this week’s episode our host, Robb Boyd, talks #DevOps with WWT experts and https://lnkd.in/e5Ut3B8 Nathan Pearce. Find out how to breed “unicorns” and even become one yourself: http://ms.spr.ly/6044TiseO
…see more
Activate link to view larger image.
",31,0,7mo •
339,"Learn more about how WWT and Intel are applying a cyber-intelligence solution to help businesses overcome modern #security challenges. http://ms.spr.ly/6042TimYi
Activate link to view larger image.
",22,0,7mo •
340,"World Wide Technology Public Sector
2,851 followers
7mo7 monthsToday on Memorial Day and every day, we at WWT express our sincere thank you to those who have fought for our freedom.
Activate link to view larger image.
",60,1,7mo •
341,"As technology providers and business owners, now more than ever, IT infrastructure must be viewed as a means to deliver the best app experience, and to do that, it must be managed and monitored cohesively. Enter #AIOps. http://ms.spr.ly/6048TiXeM
…see more
The Future of AIOps Is Here
wwt.com
",33,0,7mo •
342,"In this episode of the WWT Software Development Podcast, Nick Bimpasis and Joy Richmond are interviewed about our apprenticeship program and partnership with LaunchCode. Listen here: http://ms.spr.ly/6043TiXdx
Activate link to view larger image.
",33,0,
343,"These days it’s not enough to be simply be “in the cloud” – your presence needs to reflect a holistic plan for managing data and applications intelligently, optimizing cloud value. Here are some considerations to keep in mind as you strategize your organization’s ""cloud-smart"" approach: https://lnkd.in/eh2Ww4n
…see more
How to Achieve a Successful ""Cloud Smart"" Strategy
wwt.com • 5 min read
",53,0,7mo •
344,"Erika Whitman
• 3rd+
Global Client Advisor- Healthcare | Financial Services | Pharmaceuticals
7mo7 months#culture is something World Wide Technology is extremely passionate about - it's quite an honor to win the ADP Culture of the Year award! #SiliconValleyinSTL
WWT and ADP Partnership
wwt.com
",19,0,7mo •
345,"WWT has embarked on several giving initiatives as well as campaigns focused on helping companies leverage technology to enable business continuity during the pandemic. Read all about our Global Community Impact projects here: http://ms.spr.ly/6042TizYg
…see more
Activate link to view larger image.
",78,1,7mo •
346,"As organizations look to transform their businesses with #AI and machine learning, a crucial first step is identifying the right storage solution for their unstructured data. This article explores Dell EMC Isilon, and common use cases. Check it out:
http://ms.spr.ly/6043Ti6Qb
…see more
Activate link to view larger image.
",27,0,7mo •
347,"At WWT we have a unique partnership with AppDynamics that allows us to deliver a comprehensive APM and #AIOps solution for the world's largest and most innovative enterprise organizations. See here: http://ms.spr.ly/6043Ti6sV
WWT + AppDynamics: Better Together
WWT + AppDynamics: Better Together
wwt.com
",52,1,7mo •
348,"In part 5 of our Business Continuity Talks Series, we cover how WWT is operating safely as an essential business for our customers with Ann Marr, EVP Global Human Resources and Tom Strunk, CFO. Check it out here: http://ms.spr.ly/6048TiG1C
Activate link to view larger image.
",46,0,7mo •
349,"World Wide Technology Asia Pacific
1,405 followers
7mo7 monthsWe would like to thank the AIC-Singapore front line employees for their continued commitment to serving our customers across Asia Pacific during these challenging times! We appreciate everything you do.
+1
Activate link to view larger image.
",12,0,7mo •
350,"As businesses reopen, many organizations are using a combination of testing, fever screening, and contact tracing to create safer environments. Learn how WWT, NVIDIA, & IntelliSite are teaming up to provide solutions: http://ms.spr.ly/6048T9FFs
…see more
Activate link to view larger image.
",63,1,7mo •
351,"Justin Gregory
• 2nd
Sr. Manager, Talent Acquisition at World Wide Technology
7mo7 monthsCulture at Work Award Winner: World Wide Technology This award honors an organization that deploys programs that drive sustained employee engagement through a dynamic, best-in-class workplace culture.
ADP Celebrates Leading Companies for Workplace Innovation During the ADP Meeting of the Minds Online Series
worldwidewire.wwt.com • 1 min read
",67,2,7mo •
352,"Tiffany Umphenour
• 2nd
Recruiting | Sourcing | Talent Advisor | Human Resources
7mo • Edited7 monthsLove this positive message from Richard Petty Motorsports! Also, I don't know about anyone else, but my family was pumped to be able to see No. 43 race this weekend in the World Wide Technology Chevrolet Camaro ZL1 1LE!

#43
…see more
Richard Petty Motorsports on Facebook Watch
facebook.com
",16,0,7mo •
353,"Public cloud, private cloud, hybrid cloud, remain on-premise – so many choices! The decision-making process can be a daunting task. WWT can help bring a logical approach to the table. Get started today: http://ms.spr.ly/6042T93Fj
Activate link to view larger image.
",23,0,7mo •
354,"Healthcare organizations need to rapidly connect with patients remotely to provide virtual care like never before. Learn how WWT can help you improve your organization's virtual patient experience: http://ms.spr.ly/6045T99If
Activate link to view larger image.
",21,0,7mo •
355,"""Open yourself to the learning opportunities that emerge and be willing to rewrite those old stories of what you’re capable of and what’s possible in life.""

Alongside ten other #womenintech, Shannon Boyle shares her career journey to become a UX consultant at WWT.
…see more
Activate link to view larger image.
",33,0,7mo •
356,"We put together a few steps you can take to secure critical infrastructure and maintain business continuity when supporting a remote workforce. Check them out here: http://ms.spr.ly/6044T93FI
Business Continuity of Critical Infrastructure in the Age of Remote Work
wwt.com • 4 min read
",34,0,7mo •
357,"Tiffany Umphenour
• 2nd
Recruiting | Sourcing | Talent Advisor | Human Resources
7mo • Edited7 monthsWhat a great way to wrap up the week hearing this positive message from World Wide Technology's very own CEO, Jim Kavanaugh!

#RiseUpForHeroes #wwt #bestCEO #leadership
…see more
Jim Kavanaugh
facebook.com
",91,2,7mo •
358,"Our experts help organizations understand available solutions for home agents, provide insight on which tools and strategies are most critical to success, and present quick and cost-efficient ways to navigate this transition. Get started here: http://ms.spr.ly/6047T99aS
…see more
Home Agents
wwt.com • 1 min read
",19,0,7mo •
359,"Making a positive social and business impact on the world requires a combination of corporate social responsibility and embracing diversity in people and ideas. For this reason, we launched a new $1 million Global Community Impact program to support agencies that assist families affected by COVID-19 and organizations that accelerate research to develop a vaccine and treatment for the disease. Read more here:
…see more
WWT Launches $1 Million Global Community Impact Program
wwt.com • 1 min read
",105,2,7mo •
360,"Determining the best approach to support the changing needs of #healthcare workers and patients can be daunting. WWT’s experts help organizations understand available solutions and accelerate clear paths to rapid procurement, deployment, and adoption. http://ms.spr.ly/6047T99vt
…see more
Activate link to view larger image.
",25,0,7mo •
361,"Google Cloud
983,537 followers
7mo7 monthsWe're proud to announce the General Availability of Google Cloud VMware Engine, a fully managed offering that allows customers to migrate and run VMware workloads natively on Google Cloud. Learn more here → https://goo.gle/3buvRli
…see more
Play
",19,1,7mo •
362,"Dhruv Patel
• 3rd+
Network Consulting Engineer at Cisco
7mo7 monthsDon’t miss out as Cisco joins our #Partners World Wide Technology and Equinix to break down how #SDWAN can accelerate your #digitaltransformation journey! Join our webinar May 28th at 12pm EST to learn more. #networking
Accelerate Your Digital Transformation Journey with SD-WAN
itprotoday.com • 1 min read
",7,0,7mo •
363,"Today, Google announces Google Cloud VMware Engine. The offering is a first-party solution, providing a single support methodology for customers running applications within VMware Cloud Foundation on #GoogleCloud. Read more about this announcement and how WWT's Advanced Technology Center allows for testing and implementation services for our customers here:
…see more
Activate link to view larger image.
",29,1,
364,"How can the transition to e-learning be as seamless as possible for students and teaching staff? By considering four technology domains, educational institutions can deliver distance learning while enhancing student engagement. See here:
http://ms.spr.ly/6042T9rZk
…see more
Remote Learning
ms.spr.ly
",41,0,7mo •
365,"Eric Coates
• 2nd
Stay safe!
7mo7 monthsIn the latest article by Built In Colorado, my World Wide Technology colleague Shannon Boyle, MA discusses her big career change! Very fun read!

#wwtlife

…see more
‘It’s Never Too Late.’ 11 Women Share How They Made Big Career Changes
builtincolorado.com • 25 min read
",6,0,7mo •
366,"Join us with Cisco and Equinix for a webinar to discover:

- How to maximize the return on your SD-WAN investments
-How a national retail chain successfully changed using SD-WAN
-How to accelerate your SD-WAN plan to value with WWT.

And much more:
…see more
Accelerate Your Digital Transformation Journey with SD-WAN
itprotoday.com • 1 min read
",34,0,7mo •
367,"In this episode of the Google Cloud’s #Anthos series, host Robb Boyd discusses how this open platform allows you to run applications anywhere on-prem or in the #cloud, or even manage workloads on third party competitive clouds. Check it out: http://ms.spr.ly/6043T9mFx
…see more
Google Anthos Series: Episode 1
wwt.com
",11,0,
368,"WWT employees have jumped right into the spirit of giving during this crisis. One example is the amazing efforts by Rita Younger who purchased and delivered over 1,380 local restaurant meals to the front line health care workers at St. Clare Hospital through a Go Fund Me Fundraiser.

“As an employee of WWT, it is part of our culture to give back. When I have an idea of how I can help others, I believe it is my responsibility to take action without hesitation.”

Thank you, Rita!

See more about her efforts here:
…see more
Activate link to view larger image.
",250,18,7mo •
369,"In part 4 of our Business Continuity Talk Series we discuss how:
1️⃣ A smart #multicloud architecture provides the flexibility organizations need now
2️⃣ The role digital transformation will continue to play in this ""new normal""

Watch here:
…see more
Enabling Critical Operations for Business Continuity – Part 4
wwt.com • 1 min read
",22,0,7mo •
370,"In this webinar with AppDynamics:“The Journey to AIOps”, we will get you up to speed on the rise of #AIOps, show you how AIOps can deliver better outcomes for your business, and give you real-world examples. Register here 👉 http://ms.spr.ly/6043T9dPB
…see more
The Journey to AIOps
ms.spr.ly
",32,0,7mo •
371,"Erica Hagen
• 3rd+
Senior Integrated Marketing Manager, Multicloud at World Wide Technology
7mo7 monthsIn this Part 1 episode of the Google Cloud #Anthos series, host Robb Boyd talks with Spencer Cuffe, Cloud Platform Architect with World Wide Technology to break this topic down to help customers understand the fundamental concepts and benefits.
…see more
Google Cloud's Anthos Series: Episode 1
wwt.com
",12,1,7mo •
372,"Can physical distance monitoring & smart cameras help businesses reopen faster? This article reviews a video and analytics solution that integrates with Cisco Meraki cloud-managed smart cameras. http://ms.spr.ly/6048T9Vbi
Activate link to view larger image.
",27,1,7mo •
373,"We set off to learn a new framework to keep up-to-date with the best tools available for development. Given the popularity, we decided Flutter was the best new technology to learn. Here are our thoughts: http://ms.spr.ly/6044T9300
Our Experience With Flutter
wwt.com • 6 min read
",27,1,7mo •
374,"As multicloud adoption gains momentum, infrastructure engineers should become more adept at DevOps practices, so we put together a few development skills you should be considering: http://ms.spr.ly/6046T930s
Why Infrastructure Engineers Should Start Thinking Like Software Developers
wwt.com • 2 min read
",66,3,7mo •
375,"Jeff Strauss
• 2nd
Technical Advisor. International Speaker. Problem Solver.
7mo7 monthsEvery week since this pandemic crisis began, our World Wide Technology CEO, Jim Kavanaugh, has offered a live update to the entire company—all 6,000+ people.

Jim has covered not only the continuity of our business and employment security, but has ALSO stressed the importance of everyone's personal physical and mental health safety.

He is a hell of a good executive and a good man.
…see more
Activate link to view larger image.
",93,3,7mo •
376,"This training provides an overview, explanations, and exercises for remote team managers to:

☑️ Create a road map for working on a remote team
☑️ Participate in breakout sessions with team exercises
☑️ Communicate across leadership, teams & direct reports
☑️ Learn the importance of risk management & mental/social health

Get started here:
…see more
Activate link to view larger image.
",31,0,7mo •
377,"Reliable wireless network connectivity is essential to nearly all business activities. Users expect the ability to connect anytime, anywhere, and access desired applications without issue. Here are 10 strategies to improve your wireless networking support: http://ms.spr.ly/6042T9zTO
…see more
Activate link to view larger image.
",33,0,7mo •
378,"We created the St. Jude Children's Research Hospital app with one audience in mind: patient families. We’re extremely honored it was nominated for #TheWebbys.

Vote now 👉 http://ms.spr.ly/6042T9MUG
…see more
Play
St. Jude's Research Hospital Patient Care App
",133,1,
379,"Did you miss our webinar that discusses solutions for #remoteworking? Don't worry, it's on-demand right here: http://ms.spr.ly/6047T9BoH
Activate link to view larger image.
",18,0,8mo •
380,"Dell Technologies recently announced the launch of PowerStore, a new midrange storage appliance designed to support today’s increasing data demands. We believe PowerStore deserves close consideration by organizations for these 8 key differentiators. Here's everything you need to know: http://ms.spr.ly/6044T9G3a
…see more
What You Need to Know About Dell Tech’s New PowerStore Appliance
wwt.com • 3 min read
",33,0,
381,"Brent Collins
• 3rd+
Global Technology Leader
8mo8 monthsAs part of #WWT strategic partnership with Dell Technologies, we’ve had the #PowerStore platform, code name #Trident, in our #ATC for several months already, putting it through its paces with the @DellEMCStorage product group. If you have an interest in this new platform, I’d like to personally invite you on behalf of the WWT team to read more on the PowerStore platform [], take an on-demand test drive of PowerStore via the WWT Digital Platform [], or meet with our Dell Tech experts [].

Special thanks to and the entire Dell Tech team for the outstanding partnership and support around PowerStore!
…see more
",22,0,8mo •
382,"There are a number of networking options to get started to connect #remoteworkers, whether they are home workers, home agents, healthcare workers, or students. We can help you determine which solutions are right for you: http://ms.spr.ly/6043T9BoD
…see more
Your Network Connectivity Options
ms.spr.ly
",30,0,8mo •
383,"We love this effort from our GSP team for #NationalNursesWeek!
Chloe Harris
• 3rd+
Senior Manager of Strategic Digital Initiatives - GSP International at World Wide Technology
8mo8 monthsThe GSP team at World Wide Technology is honouring our nursing heroes for #NationalNursesWeek. Our nurses are the lifeline and spine of our NHS, and to support them we are raising funds which will be donated to NHS Charities Together. This year, with nurses on the frontlines of the battle against COVID-19, it seems especially important to salute nurses and give our most sincere thanks for the extraordinary job they are doing.

We are taking part in a Virtual Team Race to Mount Everest in aid of the Association of NHS Charities; whereby each member of the team will be walking 58,070 steps by next Monday. We would be grateful if you can sponsor us so we can give back to the frontline workers who have not only worked tirelessly and selflessly through this pandemic, but also taken personal risks under extraordinary stress.

Thanks in advance for your contribution to this cause. Please share at will and stay safe!
…see more
Race to Mount Everest for NHS Charities Together organized by Chloe Harris
gofundme.com • 2 min read
",28,0,8mo •
384,"We are honored and excited to share that World Wide Technology UK has ranked 28 out of 70 for the UK best places to work in 2020 by Great Place to Work UK!
Activate link to view larger image.
",171,0,8mo •
385,"What Is a BCDR plan and why is it important? Learn how taking a proactive stance and preparing your organization for unplanned disasters may turn out to be one of the smartest decisions your company can make: http://ms.spr.ly/6046TgvcI
What Is a BCDR Plan and Why Is It Important?
wwt.com • 3 min read
",57,1,8mo •
386,"Lately there has been significant chatter and buzz around yet another IT acronym — this one being #AIOps. Sounds interesting, but what exactly does it mean and how does it apply to you? Let's break it down: http://ms.spr.ly/6047TgvcU #AIOPS
Activate link to view larger image.
",19,0,8mo •
387,"It's time for part three of our Business Continuity Talk Series: Four Waves of IT's Response to COVID-19. In this video, WWT experts discuss crisis response, technology challenges, and solutions. Watch here: http://ms.spr.ly/6047TgviS
Activate link to view larger image.
",43,1,8mo •
388,"We’re honored our work with St. Jude Children's Research Hospital is a Webby Awards nominee! Cast your vote by May 7, at 11:59 PM PDT: https://lnkd.in/g-cwfF9
Activate link to view larger image.
",99,1,
389,"In part 2 of our Business Continuity Talks series, WWT Chief Healthcare Advisors Dr. Justin Collier and Dr. Sanaz Cordes, and Kait Miller, a business development manager specializing in Meraki Smart Cameras and video analytics, talk about specific technologies that enable telehealth and their collective ability to produce better patient outcomes. Watch here:
…see more
Activate link to view larger image.
",37,0,8mo •
390,"Employees working from home means new data and security risks. WWT can help you determine which solutions to implement now and in the future. Learn more here: http://ms.spr.ly/6043TgiCd
Security Solutions for Business Continuity
wwt.com • 1 min read
",32,0,8mo •
391,"From informal solution consultations to formal briefings and in-depth workshops, WWT can walk you through our recommended #remoteworking solutions that can keep workers productive, even in the most uncertain situations. http://ms.spr.ly/6044Tgzfy
…see more
Activate link to view larger image.
",22,0,8mo •
392,"The WWT Advanced Technology Center empowers IT and business with a collection of physical labs, virtualized to create a collaborative ecosystem to design, build, educate, and deploy innovative technology products and solutions. Learn more here: http://ms.spr.ly/6046Tgi7i
…see more
Activate link to view larger image.
",59,0,8mo •
393,"WWT can help quickly establish a securely segmented architecture addressing the areas that are most important to customers by drawing upon our experience. This article provides the most common starting points for this strategy. http://ms.spr.ly/6048TgbGo
…see more
Application Segmentation Solutions: Top 10 Features
wwt.com • 6 min read
",17,0,8mo •
394,"To recognize and show our appreciation for our amazing employees, WWT would like to shine a spotlight on a few of our front line workers during this challenging time. Thank you for all your hard work, Jaelon!
Activate link to view larger image.
",105,5,8mo •
395,"With more people working remotely, organizations need collaboration tools for short and long term needs. We can help you find the right solution to fit your unique situation 👉 http://ms.spr.ly/6040TgDFE
Solutions for Virtual Collaboration
wwt.com • 1 min read
",51,1,8mo •
